DATE;PRECIPITATION
27/01/2017;0
27/01/2017;0
27/01/2017;0
27/01/2017;0
27/01/2017;0
27/01/2017;0
27/01/2017;0
27/01/2017;0
27/01/2017;0
27/01/2017;0
27/01/2017;0
27/01/2017;0
27/01/2017;0
27/01/2017;0
27/01/2017;0
28/01/2017;0
28/01/2017;0
28/01/2017;0
28/01/2017;0
28/01/2017;0
28/01/2017;0
28/01/2017;0
28/01/2017;0
28/01/2017;0
28/01/2017;0
28/01/2017;0
28/01/2017;0
28/01/2017;0
28/01/2017;0
28/01/2017;0
28/01/2017;0
28/01/2017;0
28/01/2017;0
28/01/2017;0
28/01/2017;0
28/01/2017;0
28/01/2017;0
28/01/2017;0
28/01/2017;0
29/01/2017;0
29/01/2017;0
29/01/2017;0
29/01/2017;0
29/01/2017;0
29/01/2017;0,2
29/01/2017;0,6
29/01/2017;0,2
29/01/2017;0
29/01/2017;0
29/01/2017;0
29/01/2017;0
29/01/2017;0
29/01/2017;0
29/01/2017;0
29/01/2017;0
29/01/2017;0
29/01/2017;0
29/01/2017;0
29/01/2017;0
29/01/2017;0
29/01/2017;2
29/01/2017;0
29/01/2017;0,4
30/01/2017;0,6
30/01/2017;0
30/01/2017;0
30/01/2017;0
30/01/2017;0
30/01/2017;0
30/01/2017;0
30/01/2017;0
30/01/2017;0
30/01/2017;0
30/01/2017;0
30/01/2017;0
30/01/2017;0
30/01/2017;0
30/01/2017;0
30/01/2017;0
30/01/2017;0
30/01/2017;0
30/01/2017;0
30/01/2017;0
30/01/2017;0
30/01/2017;0
30/01/2017;0
30/01/2017;0
31/01/2017;0
31/01/2017;8
31/01/2017;0,4
31/01/2017;0
31/01/2017;0,2
31/01/2017;0,4
31/01/2017;0,2
31/01/2017;20
31/01/2017;9,2
31/01/2017;5,6
31/01/2017;4
31/01/2017;4
31/01/2017;2,6
31/01/2017;4,4
31/01/2017;5,4
31/01/2017;1,8
31/01/2017;1,8
31/01/2017;0,4
31/01/2017;1
31/01/2017;0,2
31/01/2017;0,2
31/01/2017;0
31/01/2017;0
31/01/2017;1,2
01/02/2017;0,2
01/02/2017;0
01/02/2017;0
01/02/2017;0,4
01/02/2017;0
01/02/2017;0
01/02/2017;0
01/02/2017;0
01/02/2017;0
01/02/2017;0
01/02/2017;0
01/02/2017;0
01/02/2017;0
01/02/2017;0
01/02/2017;1,4
01/02/2017;4,2
01/02/2017;9,4
01/02/2017;1,4
01/02/2017;1,2
01/02/2017;0
01/02/2017;0
01/02/2017;0
01/02/2017;0
01/02/2017;0
02/02/2017;0
02/02/2017;0
02/02/2017;0
02/02/2017;0
02/02/2017;0,8
02/02/2017;0
02/02/2017;0
02/02/2017;0
02/02/2017;0
02/02/2017;0
02/02/2017;0
02/02/2017;0
02/02/2017;0
02/02/2017;0
02/02/2017;0
02/02/2017;0
02/02/2017;0
02/02/2017;0
02/02/2017;0
02/02/2017;0
02/02/2017;0
02/02/2017;0
02/02/2017;0
02/02/2017;1,4
03/02/2017;1,4
03/02/2017;0
03/02/2017;0
03/02/2017;0
03/02/2017;0
03/02/2017;0
03/02/2017;0
03/02/2017;0
03/02/2017;0
03/02/2017;0
03/02/2017;0
03/02/2017;0
03/02/2017;0
03/02/2017;0
03/02/2017;0
03/02/2017;0
03/02/2017;0,4
03/02/2017;0
03/02/2017;0
03/02/2017;0
03/02/2017;0
03/02/2017;0
03/02/2017;0
03/02/2017;0
04/02/2017;0
04/02/2017;0
04/02/2017;0
04/02/2017;0
04/02/2017;0
04/02/2017;0
04/02/2017;0
04/02/2017;0
04/02/2017;0
04/02/2017;0
04/02/2017;0
04/02/2017;0
04/02/2017;0,2
04/02/2017;0
04/02/2017;0
04/02/2017;0
04/02/2017;0
04/02/2017;0
04/02/2017;0
04/02/2017;0
04/02/2017;0
04/02/2017;0
04/02/2017;0
04/02/2017;0
05/02/2017;0
05/02/2017;0
05/02/2017;0
05/02/2017;0
05/02/2017;0
05/02/2017;0
05/02/2017;0
05/02/2017;0
05/02/2017;0
05/02/2017;0
05/02/2017;0
05/02/2017;0
05/02/2017;0
05/02/2017;0
05/02/2017;0
05/02/2017;0
05/02/2017;0
05/02/2017;0
05/02/2017;0
05/02/2017;0
05/02/2017;0
05/02/2017;0
05/02/2017;2
05/02/2017;0
06/02/2017;0,2
06/02/2017;0
06/02/2017;0
06/02/2017;0
06/02/2017;0
06/02/2017;0
06/02/2017;0
06/02/2017;0
06/02/2017;0
06/02/2017;0
06/02/2017;0
06/02/2017;0
06/02/2017;0
06/02/2017;0
06/02/2017;0
06/02/2017;0
06/02/2017;0
06/02/2017;0
06/02/2017;0
06/02/2017;0
06/02/2017;0
06/02/2017;0
06/02/2017;0
06/02/2017;0
07/02/2017;0
07/02/2017;0
07/02/2017;0
07/02/2017;0
07/02/2017;0
07/02/2017;0
07/02/2017;0
07/02/2017;0
07/02/2017;0
07/02/2017;0
07/02/2017;0
07/02/2017;0
07/02/2017;0
07/02/2017;0
07/02/2017;0
07/02/2017;0
07/02/2017;0
07/02/2017;0
07/02/2017;0
07/02/2017;0
07/02/2017;0
07/02/2017;0
07/02/2017;0
07/02/2017;0
08/02/2017;0
08/02/2017;0
08/02/2017;0
08/02/2017;0
08/02/2017;0
08/02/2017;0
08/02/2017;0
08/02/2017;0
08/02/2017;0
08/02/2017;0
08/02/2017;0
08/02/2017;0
08/02/2017;0
08/02/2017;0
08/02/2017;0
08/02/2017;0
08/02/2017;0
08/02/2017;0
08/02/2017;0
08/02/2017;0
08/02/2017;0
08/02/2017;0
08/02/2017;0
08/02/2017;0
09/02/2017;0
09/02/2017;0
09/02/2017;0
09/02/2017;0
09/02/2017;0
09/02/2017;0
09/02/2017;0
09/02/2017;0
09/02/2017;0
09/02/2017;0
09/02/2017;0
09/02/2017;0
09/02/2017;0
09/02/2017;0
09/02/2017;0
09/02/2017;0
09/02/2017;0
09/02/2017;0
09/02/2017;0
09/02/2017;0
09/02/2017;0
09/02/2017;0
09/02/2017;0
09/02/2017;0
10/02/2017;0
10/02/2017;0
10/02/2017;0
10/02/2017;0
10/02/2017;0
10/02/2017;0
10/02/2017;0
10/02/2017;0
10/02/2017;0,8
10/02/2017;0
10/02/2017;0
10/02/2017;0
10/02/2017;0
10/02/2017;0
10/02/2017;0
10/02/2017;0
10/02/2017;0
10/02/2017;0
10/02/2017;0
10/02/2017;0
10/02/2017;0
10/02/2017;0
10/02/2017;0
10/02/2017;0
11/02/2017;0
11/02/2017;0
11/02/2017;0
11/02/2017;0
11/02/2017;0
11/02/2017;1
11/02/2017;0,6
11/02/2017;0
11/02/2017;0
11/02/2017;0
11/02/2017;0
11/02/2017;0
11/02/2017;0
11/02/2017;0
11/02/2017;0
11/02/2017;0
11/02/2017;0
11/02/2017;0
11/02/2017;0
11/02/2017;0
11/02/2017;0
11/02/2017;0
11/02/2017;0
11/02/2017;1
12/02/2017;2
12/02/2017;1,2
12/02/2017;20
12/02/2017;6,6
12/02/2017;1,8
12/02/2017;0,2
12/02/2017;0,4
12/02/2017;0
12/02/2017;0
12/02/2017;0,4
12/02/2017;0,4
12/02/2017;10,6
12/02/2017;0
12/02/2017;0
12/02/2017;0
12/02/2017;0
12/02/2017;0
12/02/2017;0
12/02/2017;0
12/02/2017;0
12/02/2017;0
12/02/2017;0
12/02/2017;1,2
12/02/2017;0,2
13/02/2017;0
13/02/2017;30
13/02/2017;3,2
13/02/2017;0,8
13/02/2017;0,2
13/02/2017;0,2
13/02/2017;0,2
13/02/2017;1
13/02/2017;0,2
13/02/2017;0
13/02/2017;0,2
13/02/2017;0
13/02/2017;0
13/02/2017;0
13/02/2017;0
13/02/2017;0
13/02/2017;0
13/02/2017;0
13/02/2017;0
13/02/2017;0
13/02/2017;0
13/02/2017;0
13/02/2017;0
13/02/2017;0
14/02/2017;0
14/02/2017;0,2
14/02/2017;0
14/02/2017;0
14/02/2017;0
14/02/2017;0,4
14/02/2017;0,2
14/02/2017;0
14/02/2017;0
14/02/2017;0
14/02/2017;0
14/02/2017;0
14/02/2017;0
14/02/2017;0
14/02/2017;0
14/02/2017;0
14/02/2017;0
14/02/2017;0
14/02/2017;0
14/02/2017;0
14/02/2017;0
14/02/2017;0
14/02/2017;0
14/02/2017;0
15/02/2017;0
15/02/2017;0
15/02/2017;0
15/02/2017;0
15/02/2017;0
15/02/2017;0
15/02/2017;0
15/02/2017;0
15/02/2017;0
15/02/2017;0
15/02/2017;0
15/02/2017;0
15/02/2017;0
15/02/2017;0
15/02/2017;0
15/02/2017;0
15/02/2017;0
15/02/2017;0
15/02/2017;0
15/02/2017;0
15/02/2017;0
15/02/2017;0
15/02/2017;0
15/02/2017;0
16/02/2017;0
16/02/2017;0
16/02/2017;0
16/02/2017;0
16/02/2017;0
16/02/2017;0
16/02/2017;0
16/02/2017;0
16/02/2017;0
16/02/2017;0
16/02/2017;0
16/02/2017;0
16/02/2017;0
16/02/2017;0
16/02/2017;0
16/02/2017;0
16/02/2017;0
16/02/2017;0
16/02/2017;0
16/02/2017;0
16/02/2017;0
16/02/2017;0
16/02/2017;0
16/02/2017;0
17/02/2017;0
17/02/2017;0
17/02/2017;0
17/02/2017;0
17/02/2017;0
17/02/2017;0
17/02/2017;0
17/02/2017;0
17/02/2017;0
17/02/2017;0
17/02/2017;0
17/02/2017;0
17/02/2017;0
17/02/2017;0
17/02/2017;0
17/02/2017;0
17/02/2017;0
17/02/2017;0
17/02/2017;0
17/02/2017;0
17/02/2017;0
17/02/2017;1,8
17/02/2017;0,4
17/02/2017;0
18/02/2017;0
18/02/2017;0
18/02/2017;0
18/02/2017;0
18/02/2017;0
18/02/2017;0
18/02/2017;0
18/02/2017;0
18/02/2017;0
18/02/2017;0
18/02/2017;0
18/02/2017;0
18/02/2017;0
18/02/2017;0
18/02/2017;0
18/02/2017;0
18/02/2017;0
18/02/2017;0
18/02/2017;0
18/02/2017;0
18/02/2017;0
18/02/2017;0
18/02/2017;0
18/02/2017;0
19/02/2017;0
19/02/2017;0
19/02/2017;0
19/02/2017;0
19/02/2017;0
19/02/2017;0
19/02/2017;0
19/02/2017;0
19/02/2017;0
19/02/2017;0
19/02/2017;0
19/02/2017;0
19/02/2017;0
19/02/2017;0
19/02/2017;0
19/02/2017;0
19/02/2017;0
19/02/2017;0
19/02/2017;0
19/02/2017;0
19/02/2017;0
19/02/2017;0
19/02/2017;0
19/02/2017;0
20/02/2017;0
20/02/2017;0
20/02/2017;0
20/02/2017;0
20/02/2017;0
20/02/2017;0
20/02/2017;0
20/02/2017;0
20/02/2017;0
20/02/2017;0
20/02/2017;0
20/02/2017;0
20/02/2017;0
20/02/2017;0
20/02/2017;0
20/02/2017;0
20/02/2017;0
20/02/2017;0
20/02/2017;0
20/02/2017;0
20/02/2017;0
20/02/2017;0
20/02/2017;0
20/02/2017;0
21/02/2017;0
21/02/2017;0
21/02/2017;0
21/02/2017;0
21/02/2017;0
21/02/2017;0
21/02/2017;0
21/02/2017;0
21/02/2017;0
21/02/2017;0
21/02/2017;0
21/02/2017;0
21/02/2017;0
21/02/2017;0
21/02/2017;0
21/02/2017;0
21/02/2017;0
21/02/2017;0
21/02/2017;0
21/02/2017;0
21/02/2017;0
21/02/2017;0
21/02/2017;0
21/02/2017;0
22/02/2017;0
22/02/2017;0
22/02/2017;0
22/02/2017;0
22/02/2017;0
22/02/2017;0
22/02/2017;0
22/02/2017;0
22/02/2017;0
22/02/2017;0
22/02/2017;0
22/02/2017;0
22/02/2017;0
22/02/2017;0
22/02/2017;0
22/02/2017;0
22/02/2017;0
22/02/2017;0
22/02/2017;0
22/02/2017;0
22/02/2017;0
22/02/2017;0
22/02/2017;0
22/02/2017;0
23/02/2017;0
23/02/2017;0
23/02/2017;0
23/02/2017;0
23/02/2017;0
23/02/2017;0
23/02/2017;0
23/02/2017;0
23/02/2017;0
23/02/2017;0
23/02/2017;0
23/02/2017;0
23/02/2017;0
23/02/2017;0
23/02/2017;0
23/02/2017;0
23/02/2017;0
23/02/2017;0
23/02/2017;0,2
23/02/2017;0
23/02/2017;0,2
23/02/2017;0,2
23/02/2017;0,4
23/02/2017;0
24/02/2017;0
24/02/2017;0
24/02/2017;0
24/02/2017;0
24/02/2017;0
24/02/2017;0
24/02/2017;0
24/02/2017;0
24/02/2017;0
24/02/2017;0
24/02/2017;0
24/02/2017;0
24/02/2017;0
24/02/2017;0
24/02/2017;0
24/02/2017;0
24/02/2017;0
24/02/2017;0
24/02/2017;0
24/02/2017;0
24/02/2017;0
24/02/2017;0
24/02/2017;0
24/02/2017;0
25/02/2017;0
25/02/2017;0
25/02/2017;0
25/02/2017;0
25/02/2017;0
25/02/2017;0
25/02/2017;0
25/02/2017;0
25/02/2017;0,2
25/02/2017;0
25/02/2017;0
25/02/2017;0
25/02/2017;0
25/02/2017;0
25/02/2017;0
25/02/2017;0
25/02/2017;0
25/02/2017;0
25/02/2017;0
25/02/2017;0
25/02/2017;0
25/02/2017;0
25/02/2017;0
25/02/2017;0
26/02/2017;0
26/02/2017;0
26/02/2017;0
26/02/2017;0
26/02/2017;0
26/02/2017;0
26/02/2017;0
26/02/2017;0
26/02/2017;0
26/02/2017;0
26/02/2017;0
26/02/2017;0
26/02/2017;0
26/02/2017;0
26/02/2017;0
26/02/2017;0
26/02/2017;0
26/02/2017;0
26/02/2017;0
26/02/2017;0
26/02/2017;0
26/02/2017;0
26/02/2017;0
26/02/2017;0
27/02/2017;0
27/02/2017;0
27/02/2017;0
27/02/2017;0
27/02/2017;0
27/02/2017;0
27/02/2017;0
27/02/2017;0
27/02/2017;0
27/02/2017;0
27/02/2017;0
27/02/2017;0
27/02/2017;0
27/02/2017;0
27/02/2017;0
27/02/2017;0
27/02/2017;0
27/02/2017;0
27/02/2017;0
27/02/2017;0
27/02/2017;0
27/02/2017;0
27/02/2017;0
27/02/2017;0
28/02/2017;0
28/02/2017;0
28/02/2017;0
28/02/2017;0
28/02/2017;0
28/02/2017;0
28/02/2017;0
28/02/2017;0
28/02/2017;0
28/02/2017;0
28/02/2017;0
28/02/2017;0
28/02/2017;0
28/02/2017;0
28/02/2017;0
28/02/2017;0
28/02/2017;0
28/02/2017;0
28/02/2017;0
28/02/2017;4
28/02/2017;0
28/02/2017;0
28/02/2017;0
28/02/2017;0,2
01/03/2017;0
01/03/2017;0
01/03/2017;0
01/03/2017;0
01/03/2017;0
01/03/2017;0
01/03/2017;0
01/03/2017;0
01/03/2017;0
01/03/2017;0
01/03/2017;0
01/03/2017;0
01/03/2017;0
01/03/2017;0
01/03/2017;0
01/03/2017;0
01/03/2017;0
01/03/2017;0
01/03/2017;0
01/03/2017;0
01/03/2017;0
01/03/2017;0
01/03/2017;0
01/03/2017;0
02/03/2017;0
02/03/2017;0
02/03/2017;0
02/03/2017;0
02/03/2017;0
02/03/2017;0
02/03/2017;0
02/03/2017;0
02/03/2017;0
02/03/2017;0
02/03/2017;0
02/03/2017;0
02/03/2017;0
02/03/2017;0
02/03/2017;0
02/03/2017;0
02/03/2017;0
02/03/2017;0
02/03/2017;0
02/03/2017;0
02/03/2017;0
02/03/2017;0
02/03/2017;0
02/03/2017;0
03/03/2017;0
03/03/2017;0
03/03/2017;0
03/03/2017;0
03/03/2017;0
03/03/2017;0
03/03/2017;0
03/03/2017;0
03/03/2017;0
03/03/2017;0
03/03/2017;0
03/03/2017;0
03/03/2017;0
03/03/2017;0
03/03/2017;0
03/03/2017;0
03/03/2017;0
03/03/2017;0
03/03/2017;0
03/03/2017;1,8
03/03/2017;0,2
03/03/2017;0
03/03/2017;0
03/03/2017;0
04/03/2017;0
04/03/2017;0
04/03/2017;0
04/03/2017;0
04/03/2017;0
04/03/2017;0
04/03/2017;0
04/03/2017;0
04/03/2017;0
04/03/2017;0
04/03/2017;0
04/03/2017;0
04/03/2017;0
04/03/2017;0
04/03/2017;0
04/03/2017;0
04/03/2017;0
04/03/2017;0
04/03/2017;0
04/03/2017;0
04/03/2017;9,2
04/03/2017;0,2
04/03/2017;1
04/03/2017;0
05/03/2017;0
05/03/2017;0
05/03/2017;0
05/03/2017;0
05/03/2017;0
05/03/2017;0
05/03/2017;0
05/03/2017;0
05/03/2017;0
05/03/2017;0
05/03/2017;0
05/03/2017;0
05/03/2017;0
05/03/2017;0
